     2    0.10775E+04    0.45557E-01    0.32332E+01
     3    0.10177E+04    0.70821E-01    0.39262E+01
     4    0.95873E+03    0.75777E-01    0.39522E+01
     5    0.91302E+03    0.63784E-01    0.36005E+01
     6    0.88020E+03    0.44649E-01    0.30865E+01
     7    0.85796E+03    0.27103E-01    0.25443E+01
     8    0.84353E+03    0.15364E-01    0.20526E+01
     9    0.83518E+03    0.94380E-02    0.16477E+01
    10    0.83153E+03    0.72125E-02    0.13459E+01
    11    0.83112E+03    0.64658E-02    0.11490E+01
    12    0.83415E+03    0.58616E-02    0.10501E+01
    13    0.83932E+03    0.52105E-02    0.10234E+01
    14    0.84530E+03    0.45966E-02    0.10420E+01
    15    0.85248E+03    0.42073E-02    0.10895E+01
    16    0.86151E+03    0.41906E-02    0.11534E+01
    17    0.87217E+03    0.44346E-02    0.12232E+01
    18    0.88401E+03    0.47892E-02    0.12903E+01
    19    0.89654E+03    0.52134E-02    0.13501E+01
    20    0.90935E+03    0.57106E-02    0.14006E+01
    21    0.92248E+03    0.63535E-02    0.14469E+01
    22    0.93604E+03    0.72151E-02    0.14948E+01
    23    0.95004E+03    0.82990E-02    0.15447E+01
    24    0.96443E+03    0.95929E-02    0.15962E+01
    25    0.97914E+03    0.11089E-01    0.16500E+01
    26    0.99411E+03    0.12779E-01    0.17064E+01
    27    0.10094E+04    0.14644E-01    0.17626E+01
    28    0.10250E+04    0.16671E-01    0.18154E+01
    29    0.10408E+04    0.18875E-01    0.18625E+01
    30    0.10569E+04    0.21275E-01    0.19022E+01
    31    0.10732E+04    0.23859E-01    0.19332E+01
    32    0.10898E+04    0.26616E-01    0.19543E+01
    33    0.11067E+04    0.29562E-01    0.19637E+01
    34    0.11238E+04    0.32720E-01    0.19605E+01
    35    0.11411E+04    0.36116E-01    0.19483E+01
    36    0.11583E+04    0.39767E-01    0.19302E+01
    37    0.11758E+04    0.43659E-01    0.19039E+01
    38    0.11937E+04    0.47776E-01    0.18665E+01
    39    0.12118E+04    0.52135E-01    0.18184E+01
    40    0.12302E+04    0.56760E-01    0.17608E+01
    41    0.12486E+04    0.61672E-01    0.16947E+01
    42    0.12671E+04    0.66867E-01    0.16191E+01
    43    0.12857E+04    0.72336E-01    0.15329E+01
    44    0.13045E+04    0.78072E-01    0.14348E+01
    45    0.13235E+04    0.84065E-01    0.13235E+01
    46    0.13427E+04    0.90310E-01    0.11983E+01
    47    0.13621E+04    0.96817E-01    0.10594E+01
    48    0.13817E+04    0.10360E+00    0.90750E+00
    49    0.14015E+04    0.11067E+00    0.74326E+00
    50    0.14215E+04    0.11804E+00    0.56733E+00
    51    0.14417E+04    0.12573E+00    0.38016E+00
    52    0.14620E+04    0.13372E+00    0.18131E+00
    53    0.14825E+04    0.14201E+00   -0.29883E-01
    54    0.15032E+04    0.15060E+00   -0.25408E+00
    55    0.15241E+04    0.15948E+00   -0.49195E+00
    56    0.15452E+04    0.16864E+00   -0.74400E+00
    57    0.15665E+04    0.17809E+00   -0.10102E+01
    58    0.15880E+04    0.18781E+00   -0.12903E+01
    59    0.16098E+04    0.19783E+00   -0.15841E+01
    60    0.16317E+04    0.20813E+00   -0.18915E+01
    61    0.16538E+04    0.21872E+00   -0.22123E+01
    62    0.16762E+04    0.22959E+00   -0.25464E+01
    63    0.16987E+04    0.24073E+00   -0.28937E+01
    64    0.17215E+04    0.25215E+00   -0.32544E+01
    65    0.17444E+04    0.26383E+00   -0.36283E+01
    66    0.17677E+04    0.27577E+00   -0.40154E+01
    67    0.17911E+04    0.28796E+00   -0.44153E+01
    68    0.18147E+04    0.30040E+00   -0.48275E+01
    69    0.18386E+04    0.31307E+00   -0.52517E+01
    70    0.18626E+04    0.32597E+00   -0.56873E+01
    71    0.18869E+04    0.33910E+00   -0.61341E+01
    72    0.19114E+04    0.35244E+00   -0.65922E+01
    73    0.19362E+04    0.36600E+00   -0.70619E+01
    74    0.19612E+04    0.37975E+00   -0.75434E+01
    75    0.19865E+04    0.39369E+00   -0.80371E+01
    76    0.20121E+04    0.40781E+00   -0.85430E+01
    77    0.20380E+04    0.42211E+00   -0.90606E+01
    78    0.20642E+04    0.43656E+00   -0.95895E+01
    79    0.20906E+04    0.45117E+00   -0.10129E+02
    80    0.21172E+04    0.46590E+00   -0.10678E+02
    81    0.21440E+04    0.48076E+00   -0.11237E+02
    82    0.21711E+04    0.49574E+00   -0.11805E+02
    83    0.21984E+04    0.51081E+00   -0.12381E+02
    84    0.22259E+04    0.52598E+00   -0.12965E+02
    85    0.22537E+04    0.54122E+00   -0.13557E+02
    86    0.22817E+04    0.55654E+00   -0.14156E+02
    87    0.23100E+04    0.57191E+00   -0.14762E+02
    88    0.23385E+04    0.58733E+00   -0.15374E+02
    89    0.23673E+04    0.60277E+00   -0.15993E+02
    90    0.23963E+04    0.61822E+00   -0.16618E+02
    91    0.24254E+04    0.63368E+00   -0.17248E+02
    92    0.24548E+04    0.64912E+00   -0.17884E+02
    93    0.24844E+04    0.66453E+00   -0.18525E+02
    94    0.25143E+04    0.67990E+00   -0.19170E+02
    95    0.25443E+04    0.69522E+00   -0.19819E+02
    96    0.25745E+04    0.71046E+00   -0.20471E+02
    97    0.26050E+04    0.72561E+00   -0.21126E+02
    98    0.26356E+04    0.74066E+00   -0.21783E+02
    99    0.26664E+04    0.75560E+00   -0.22442E+02
   100    0.26975E+04    0.77041E+00   -0.23102E+02
   101    0.27287E+04    0.78508E+00   -0.23763E+02
   102    0.27601E+04    0.79959E+00   -0.24424E+02
   103    0.27917E+04    0.81392E+00   -0.25085E+02
   104    0.28235E+04    0.82807E+00   -0.25745E+02
   105    0.28555E+04    0.84202E+00   -0.26404E+02
   106    0.28877E+04    0.85575E+00   -0.27061E+02
   107    0.29201E+04    0.86925E+00   -0.27716E+02
   108    0.29526E+04    0.88251E+00   -0.28368E+02
   109    0.29853E+04    0.89551E+00   -0.29017E+02
   110    0.30182E+04    0.90823E+00   -0.29662E+02
   111    0.30513E+04    0.92067E+00   -0.30302E+02
   112    0.30845E+04    0.93282E+00   -0.30938E+02
   113    0.31180E+04    0.94465E+00   -0.31569E+02
   114    0.31515E+04    0.95616E+00   -0.32193E+02
   115    0.31852E+04    0.96735E+00   -0.32811E+02
   116    0.32190E+04    0.97820E+00   -0.33422E+02
   117    0.32530E+04    0.98870E+00   -0.34024E+02
   118    0.32870E+04    0.99884E+00   -0.34619E+02
   119    0.33212E+04    0.10086E+01   -0.35205E+02
   120    0.33554E+04    0.10180E+01   -0.35782E+02
   121    0.33898E+04    0.10270E+01   -0.36348E+02
   122    0.34242E+04    0.10356E+01   -0.36904E+02
   123    0.34587E+04    0.10438E+01   -0.37449E+02
   124    0.34932E+04    0.10516E+01   -0.37982E+02
   125    0.35278E+04    0.10589E+01   -0.38503E+02
   126    0.35624E+04    0.10658E+01   -0.39011E+02
   127    0.35971E+04    0.10723E+01   -0.39506E+02
   128    0.36317E+04    0.10782E+01   -0.39987E+02
   129    0.36664E+04    0.10838E+01   -0.40454E+02
